text,intent
ملا مسلسل والله يعمل العار ياخي تتفرجوا قدام داركم هكا الزح عملتوا الريحة ... ناس تمشي تصلي التراويح و هيا تعملوا سلعة مغشوشة ههه حالة و برا :),0
تبا للحرية إن كانت هكذا ...لايزي يعملو الفحشاء وزيد يطلبو في حقوق ... عن أي حرية تتكلمون ... و لاخر يحكيلي عل الحظارة الإغريقية ... شكر خاص للشيخ الذي قام بالرد الصحيح دينيا و علميا  و لوليد التونسي لأنه الوحيد اللذي يمثل التونسي من حيث المواقف و ردود الأفعال ....هذه ليست حرية بل إنها إعتداء على قيمنا الدينية و الأخلاقية و إعتداء على شعب و أختمها بتبا للحرية إن كانت كذلك.,0
5hit a5yeb animateur retouu bazz emision bech t5yebb,0
ماسط ما تفدلكش خير,0
Ma7lah 😘😘,1
rak tayer ya semi,1
Kn fama wa7ed nakerhouh rahou enti yà kalb,0
Ma555yeb rasou w mar5sssou kenou rajelll,0
😠😠😠😠😠,0
محلاااااك ألفة,1
هي قدوة للناس الكل و هي السبب الي خلاني نتوجه حقوق ... كم اعشق تلك المرأة التي تتحدى العالم لتثبت وجودها,1
mm résultat,1
عجبتني حلقة اللية حسيتها رايقة برافو حسين الديك واصل هكاك,1
Oui mahlaha,1
J'ai maintenant 4 jour sans intervention pour reparer le cable,0
باسل برشا  مسكينة تونس,0
راك ماسط راك لاسط,0
بالله تصوروا الخامج هذا يعمل في رضعة!!!!! خخخ,0
ضامر برشه,1
ووووه ، سبحان الله نفس الملائكة هو راس البصل ، عرفو بشكون يعوضوه !!,0
Je vais a global net aujourd'hui,0
 Endroit très calme et très bon,1
massat wallah,0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh mala karim wa7dou fi eltfadhlik,1
برافو جعفر محلا تعليقك على تونس,1
Tfiiihh 3la wejhou,0
😱,0
Top 😍😍😍😍,1
Y'a sami fahri y'a masse5 ella mayti7 fi bnetk... . قلة تربية تفووووووووووووو,0
3jbkm klemo..malla mant9 ..mas5 5amej..f tv w ya7ki akeka,0
Rajeell nawart tunis hmd :D,1
Donner moi mon argent,0
Mahlek,1
طيارة 😊😊,1
Week-end mn 8ir cnx raho 3iiib,0
tbarkala 3lih klem s7i7 w ya3ref ech y5arej men fomou,1
ti3jibni...,1
لا يستحق أي تعليق. غير التحقيييير,0
yeeeessser masta la wetek la tamthil wla tanchit,0
تونس تعبان بالشلايك كيفها سامحني شنية هذي المثلية الجنسية في الجزائر كورو بيهم و في تونس عندهم جمعية بفففففففف ينعل بن المخير فيكم,0
تعجبني وجيهة كيف تمثل فالمسلسلات ونحبها ونموت علاها,1
ma7leha <3,1
Tefou,0
واصل هكا و انشاء الله ديما متألق,1
Bliiiiiiiiiiiiiiid <3,0
حتى دخلتو بمساطة ،والله قداش نكرهو,0
el mochkel mech meni ana el mochekl el kolo menkoum,0
امين النهدي مدرسة,1
ما شاء الله عليها ممثلة و عليها لكلام,1
Ouiii tahfounn,1
🖕,0
mehich metrobya :),0
👍👍👍👍,1
bravooooooo wajiha dima mnawritna :*,1
Tbarkalla 3lihom,1
مااااااسطة و مسطت السيتكوم .. مستنسين بيها دمها خفيف و تهبل .. اما المره هذي لا :/,0
إنسان ماسط برشا و ما يعجبنيش,0
Bravo sami,1
شكيب من جماعة الفم يسبح و اليدين تقتل,0
منشط مصتك ...يستفزوا الضيف و منبعد يلوموه على ردة الفعل متاعو ...,0
شكرا...و انشاء الله فما حل,1
walah rajal,1
Ken tarja3 El rabi hedhi 5ir mol7da kbira ... babour yeser mahi fehma chay w la3betha fey9a,0
بربي شني حكايتكم انتم,0
ما يضحكش جمله ماسط يقعد يخمم ساعه باش يقول نكته و زيد تطلع ماتضحكش!,0
يهلكك ربي يولد الفهري,0
احلي كلام وليد,1
ربي ىبارك فيك فوزي,1
balti yam7li sahrya,1
Maset laset....,0
nawfel mtrobi wa rajel 3likom,1
محلاها,1
❤,1
بربّي هزّوه لا…… وووه,0
هههه تهبل,1
😓,0
La79i9a mouch metrobii,0
marthlouuu,0
N9adarha barcha,1
مسخ و طحان تي تعتذر من يهودي والله طحان,0
Rabi m3ak khoya Algérie kamea,1
mamsetha pfff,0
Bravo,1
Bravoooooo tamthil  tayara mahlehom,1
"Bravo""",1
masta lasta,0
معلم وحدك وحدك.,1
Yessr 7lw wlh,1
Ahssene mounachet metkhalak barcha bon courage,1
Tfouhhhh 3lik ye5amej yemasa5😡,0
من أكبر المنفقين في هذه البلاد يمثل خطر على البلاد,0
Mwahir bserwal la7mar y' ja3four hhhhh,1
👿😈,0
a3333333    nkraha,0
Tfouuuu,0
ya massekh,0
ﻋﻠﻴﻚ ﻳﺎ ﻣﺎﻛﺶ ﺭﺍﺟﻞ ﺷﻬﺮ ﻋﺒﺎﺩﺓ ﻋﺎﻣﻞ ﺑﻴﻪ ﻫﻜﻪ_x000D_,0
ماسط ياسر وفارغ وموش متربي وزيد دعوة. موش بلاصتو كلام الناس حالة حليلة,0
ماعجبها شىء راسها في سما حتى راجلها قريب نكرت فيه كل حد و قلبو,0
ما احلاهم لخوات كيف يتروجلوا في بعضهم <3,1
M3alem weld lem3alem,1
howa wlhi masha2llah 3lih w sem7 barcha,1
M3alem,1
برافو وليد بردتنا على قلوبنا,1
Lm3almmmmm ja3four,1
أصل ماعندوش منطق و ما يعرفش يحكي..,0
 طعام لذيذ,1
لعنة الله عليكم يا جماعة النهضة ملا رخص فيكم توى الماسط توفيق يتقالو سي و يتسم ممثل و مثقف,0
tet7ab mouch tetkrah 3azouzti,1
j'ai fais une reset,1
Karehtouna fih ha safi sa3id,0
سى عبد فتاح مراوغ ممتاز لا يغلبو لا كبير لا صغير لا يدبى على حصير حتى لطفى لعمارى ما غلبوش برافو سى فتوح كمل اسحرنا بكلامك وهزنا و جيبنا بمرواغاتك جميلة صحة لاها نهضة عندها واحد كيفك,1
mt3jbnich jmle,0
امرأة تفرض احترامها.,1
tefhaaaaaaaaaaaaaaaaaaaaaaaaaaaa  3ale5eer w ahmed landolsi ycharfik w y3arfik,0
uiiii c vré bravoooo sami,1
bra nyk ad,0
نحن نعشق الحوار التونسي,1
welahi lahou metrebi we kima 9al howa il fom il 7arek ... tiiiiiiiiiiiit n7eb na3ref za3ma omou ta3ref il be9i we ken mata3refech isel o5tek,0
M3alem dalajinou,1
امين لبهيم نطقو مسكين,0
هادا الفاسد عندو 771000 واحد يتبع فيه معناتها شعب ميبون,0
Bravo yasen,1
شيب و العيب والله كنت نحبو أما خسارة ما أقل حياه,0
machalah 3liha 3andha cha5sia 9wiya ama 9raytha ahm me tamthli,1
يهبل,1
ممسطو ملا رهوط,0
tbarkalla3 alik maysa ama awel mara nchouf may mt5ani wlah ya3teha esa7a ya a7la may,1
3alkaaaaaaaaaaaaaaaazi,0
كلام الناس برنامج مختص في لمان الشلايك,0
oui felil akeka zone el 22h rja3 w nchallah may3awedch y9os aaleya mara o5ra,1
كلاب تلاويح,0
انتوما كان الراي لخسيس كان الكبت كان الفجر  ليلة الخميس كان العري في السبت...ميبون وقحيبة جبت حسبت الفرجة  لحم هموم الناس عليها ركبت العب بزبي بالعضم,0
f*ck u,0
بصراحة عيب من زوز مسؤلين,0
بصراحة تعجبني خاطرها عاملة قدر ال خدمتها و تستاهل كل خير,1
توفيق الغربي مستوى منحط الى اقصى حد وانا نقلو ارتقي فالقاع ازدحم,0
thanks,1
Vrémon bravoooooo,1
M3adech 7echma,0
braaaaaaaaaaaaaaavo alaa,1
Pffffff wel ghriba famma 3bed ye3jebhom 7asilou marzen damou,0
كلب من كلاب النهضة,0
M3alim,1
nkrha zok omekom,0
Te3jebni marwa,1
Non pas de tout .tahfouna,1
Ya a9wa cnnx fyy tounees,1
ماسط  وأمسط من مقدم البرنامج  يحصر  ع نوفل...,0
تفوه عليگم إلي يدافعوا علي الموبن و القحاب و برافوا وليد التونسي,0
Bravo wajiha,1
Ya weldi rana 3arfinek m3ares ama rak m3alem👍👍👍👍👍,1
Bravo,1
M3alma,1
"Bravo ja3four ya behii ya 7nin rak 9ima f insania ,hmd fama ja3four f tounes wlh",1
Ma7lha,1
Ijahl msiba,0
walh m3lem ya kafon,1
ما احلاها ياسر تعجبني،، مزيد من النجاح و التألق...,1
T'es con,0
😡😡😡,0
"""Ena baketni :'( _x000D_",1
chay y3ayef eli ya3jbek fil7keya fi tounes ye5dho flous 3almsata,0
يعتبر من اسباب الإرهاب,0
e3aycheha lbanota ta7founa,1
كلام نزيه ومقنع ومحترم .,1
تفوه عليك,0
cha3ebb da5el fi 7itttttttttttt,0
mouch mitrobi,0
9elt 7ya tfih 3likom 9anet mas5a,0
mamssit ha  sahriat ras el 3am ..,0
mechwem wejhek ya nawfal,0
😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺,0
انا نكرها ملي كانت مشيحة ريق السبوعي,0
Baaaaaalti ya 4ali,1
Bravo lmarwa,1
ماهوش صادق و ما يعرفش يسمع باش بعد يناقش ويحلل  وواضحة جدا انتمائه,0
Boulisia kleeb,0
ياسر ماحلاها وزيد عنا ممثلين طيارة برافو,1
بورجولية وحدك لطفي أنا و كان نلقي راك ديما في تلفزة,1
😤😤😤😤😤*,0
اصلا قمة العار باش يحكيو فى هذا الموضوع.......,0
"يستحقش حتى كلمة نقيب بالكذب.""",0
baydirman ya m3alem,1
bravo,1
mala mahzla,0
سي عبد الفتاح معلم يستاهل طيارة لا الطيارة شويه عليه،،،معلم,1
ماخوركم يعجب التافهين فقط,0
 مكان مريح ومريح ولكن الحقيقة البسيطة هي أن السعر مبالغ فيه للجودة والخدمة,0
لطفي العماري إبليس في شكل إنسان ! غبي و أحمق و جاهل يدعي العلم وهو لا علاقة له لا بالعلم و لا الإعلام قضى طفولة سيئة و كان  منبوذا من أبناء جيله و أصدقاء المدرسة لم يتقبلونه لغبائه و حقده على أترابه وكان يكره التربية الإسلامية ،سأكتفي بهذا حتى يأتي ما يخالفه,0
برافو وليد وحدك,1
🖕🖕🖕🖕,0
كي سيدي كي جوادو السياسيين الكل قلال الحياء.,0
tfih 3lik ya mal.............................,0
هذه نسخة من ثعالب تونس القحاب و الملاهط و حاشة بنات الاصل المتربين في حجاب و خمار و الزين و العين .,0
bon week-end,1
😒😡,0
Bravooooo sami,1
جبالك الرواسي و لا المنظر هذا,0
 خدمة العملاء أمر فظيع! لم يسبق له مثيل مطعم لديه مثل هذا تحديد المواقع والتصميم المدهش بعد تجربة مدمرة مع الخدمة الرهيبة.  يرجى تقديم التدريب للنادلين.,0
raw3aaaaaaaaaaaaaaaa mayssa ente stare we nchallhe nasm3e jdideke fe a9rebe wa9tweeeeeeeeeeee <3 <3,1
انت معلم و احنا ،منك نتعلم,1
معلم يا وليد ♡♥♡,1
واللاهي جبري ملا مقدمة عندوا ديما أنا في سنين قعدت بطال ملا جبري Hhhh,0
Maaaaasta,0
ماسط _x000D_ جبالك الرواسي ولاعبدك الثقيل,0
Franchement Bravooooo,1
Mokrez,0
Hal9et lyoum masttaaa bar ha bsarraha,0
m3alem si fat7i w klemo lkol s7i7 w la3meriii tha7ekto zeyda,1
Bravo 3lik ya kafon.,1
وليد زايد معاك..كلمتك و تقولها..برافوو,1
جعفور يا معلم,1
ثعلوبة خرجت من الحفرة متاعها,0
يعطيكم الصحة والله حلقة طيارة نموت على اغاني زياد برجي,1
توا هذه برامج يجيبوها ومن بعد يقولو شبي الشعب فسد,0
Raw3a,1
sa777a ya m3allem,1
ملاّ رقعة وزيد جاي مورّي، منظرو ويحكي ويناقش الّلطف يا صاحب الّلطف  لا دين لا ملّة كان مشا عالج روحو وعرف ربّي خير ملّا مشكله ربّي يسترنا اجمعين,0
○●⊙ الناس تقول عيب عليك و آني نقولك برافو عليك شيخ ، الحقيقة تقال و الصورة واضحة .,0
"malla mostawa si errahmouni tawa heda klem ""enti houa 9alil 7aye"" kelma hedi tet9al lwazir mahmé ken rahou femma 9dar w hibet dawla sama7ni challektouha el bled",0
3assssoulaaaa waktafi😊,1
👍👍,1
يعمل العار,0
"برا واحد يمشي يرقد خييييير""",0
 واحد من أفضل المطاعم التي تناولتها خلال سنتي في تونس. المفضل لدي خارج قائمة البيسترو ، ساندويتش الدجاج بالبقسماط. المشروبات هنا استثنائية كذلك. لن تشعر بخيبة أمل من كمية المشروبات الكحولية في شرابك ، ولا مع منظر البحر الأبيض المتوسط ​​حيث تستمتع ببعض العلاج السائل.,1
ya mo9ded belahi ma3adech dmed wajhek fi tlf rak maset,0
bou zinek mahlek💕💕,1
Maset w may3jebnich jemla,0
ريم الرياحي وحدها في الزين و الوهرة كلامها منطقي و معقول,1
Ya m3lem,1
A7la ja3four,1
دمو ثقيل و مش محايد,0
malla hala wlh,0
مالا وهرة عليه ماشاءالله,1
 لطيف,1
Nbatel el 9raya ena,0
كلب مل كلاب النقبة المثقبة في تونس,0
ربي يحفط تونس # امنورين صفحه ربي يحميكم,1
:) ,1
و نعم الاب,1
3aychoucha  dima 7lowa,1
Eli kifou lezeem imoutou   ✌,0
Masssa55,0
Tawfik gharbi mostawa  mon7at,0
يا تحيفة يا معلم,1
امنة تصلح وزيرة مرأة عالاقل تعطي منظر باهي لتونس تبارك الله وهرة و ريشة .,1
Masseeeeeeeet,0
نكرة لاتاريخ لهاولااتصوران لهامستقبل فني....مجردفقاعة في فن التمثيل...وتستمرالرداءة,0
ميساء  صوتك كله احساس هي ما زالت جديده ما نلوم البرنامج,1
thabel  ma7leha sobhan el 5ale9,1
والله والله والله الشيب والعيب,0
Berasmi nhesha merga w masta w ta3mel jayer :p :p :p,0
Tfouhhhhhhhh 3ala 7ayawane.mala sil3a zbella .,0
9alleba,0
تفوه على زك أمك يا منيك...,0
ma7lehom 3la b3adhem,1
Ena ta3jebni .ta7founa,1
ماااااااااااااسط و ناقص غلوة,0
bon continuation Amir w nshalah dima 5ir,1
Ma9al torbitooo!!!!,0
محلاها أما تحسها تزوي برشا كي تبدى تحكي !,1
merci connexion raj3et 10/10,1
Mahleeha te3jbni yessr  😘👍💖,1
Wa7dek ya benet elfehri  wallah bakitini brassmi,1
Tahana,0
Nhib na3mil nika,0
نور على نور يا نور شيبة محلاكم و محلا جوّكم,1
Thabli nmout 3lik rabi ya7mik,1
كلام  ناس برنامج كبير,1
Beravo si enaji,1
3sal denya :*,1
ena 3jebni barcha 3mal haja jdida fel musiqua,1
tbarkalah 3liha w rabi m3aha bravo <3,1
tfouh 3lik w3lehm la mlla lakta 7ot bentek lmarra ejaya fi blasetha,0
ti chniya hal 5edma m3kom,0
Ta3jebni barcha madam wejiha,1
Mella lokza 😅,0
😡😡😡😡😡,0
